sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der lehrer schwimmt und ist klein,-37.055946350097656,-35.34662628173828,-33.750732421875,-39.674625396728516,-44.11743927001953,-40.6466178894043,-38.74832534790039,-40.785743713378906,-35.42643737792969,-42.050865173339844,-44.52522277832031,-41.70561218261719,-33.24711608886719,-38.2828369140625,-40.0946044921875,-36.843746185302734,-39.30573654174805,-34.44017791748047
der lehrer schwimmt und sind klein,-39.675025939941406,-37.858123779296875,-36.443668365478516,-45.06666946411133,-47.23223876953125,-45.558223724365234,-40.17030715942383,-44.10845184326172,-37.11979675292969,-47.56634521484375,-47.451560974121094,-47.95287322998047,-32.14617156982422,-38.44293975830078,-36.972469329833984,-39.1696891784668,-42.7516975402832,-37.97234344482422
der lehrer schwimmt und ist groß,-37.38356018066406,-33.682411193847656,-34.039642333984375,-39.1622428894043,-44.41044616699219,-40.2777214050293,-40.57000732421875,-39.07074737548828,-35.415061950683594,-41.44142150878906,-44.31043243408203,-41.28810119628906,-32.13421630859375,-37.825782775878906,-39.98760223388672,-38.84098434448242,-39.27870178222656,-33.97001647949219
der lehrer schwimmt und sind groß,-40.719078063964844,-37.31660842895508,-38.417877197265625,-44.22066116333008,-47.808372497558594,-46.09846115112305,-42.713443756103516,-41.742462158203125,-38.72596740722656,-46.27508544921875,-47.94849395751953,-49.26963806152344,-31.192962646484375,-38.139930725097656,-39.74455261230469,-40.058467864990234,-42.2944221496582,-37.71458053588867
der lehrer schwimmt und ist alt,-36.402549743652344,-34.257568359375,-35.144081115722656,-40.53239440917969,-44.79467010498047,-41.69974899291992,-37.66917419433594,-38.02290344238281,-36.04867172241211,-44.37889099121094,-45.35047912597656,-41.43737030029297,-33.94902801513672,-39.45747375488281,-39.58286666870117,-37.30244827270508,-39.645545959472656,-33.05404281616211
der lehrer schwimmt und sind alt,-40.87018966674805,-39.84326171875,-40.329288482666016,-44.77791976928711,-48.71259307861328,-48.07606887817383,-41.18733215332031,-44.438880920410156,-42.26288604736328,-48.39680480957031,-48.889869689941406,-49.378570556640625,-33.59235382080078,-39.105342864990234,-38.33677673339844,-39.71064376831055,-42.87152099609375,-37.03620147705078
der lehrer schwimmt und ist jung,-38.33319854736328,-36.50337219238281,-37.314613342285156,-39.638893127441406,-44.35771179199219,-41.32500076293945,-37.553619384765625,-41.230010986328125,-39.28581619262695,-42.02433776855469,-44.37519073486328,-40.83190155029297,-31.975547790527344,-35.66851806640625,-35.695533752441406,-41.26937484741211,-41.03958511352539,-34.083335876464844
der lehrer schwimmt und sind jung,-41.35454559326172,-39.809993743896484,-40.308597564697266,-44.41352462768555,-48.219329833984375,-46.38376235961914,-39.59103012084961,-45.555572509765625,-40.910579681396484,-46.69109344482422,-48.461883544921875,-47.87095642089844,-31.90247917175293,-33.87278366088867,-35.98200988769531,-41.61366271972656,-42.9915771484375,-37.03761291503906
der kunde schwimmt und schwimmt,-31.581928253173828,-30.547992706298828,-31.891571044921875,-36.16385269165039,-37.3546257019043,-37.87177658081055,-31.81179428100586,-32.23579406738281,-31.067474365234375,-35.32387161254883,-39.302345275878906,-39.31278610229492,-19.15389633178711,-22.85028076171875,-21.19487762451172,-34.826168060302734,-38.506752014160156,-44.547637939453125
der kunde schwimmt und schwimmen,-34.124847412109375,-34.294708251953125,-36.27369689941406,-37.04879379272461,-37.33954620361328,-39.06874465942383,-35.274532318115234,-34.99840545654297,-36.55669403076172,-37.81497573852539,-39.52421188354492,-39.71782302856445,-20.28984832763672,-26.794151306152344,-24.635099411010742,-36.85994338989258,-38.331138610839844,-42.441043853759766
der kunde schwimmt und lacht,-32.89246368408203,-32.70674133300781,-34.46661376953125,-42.54521179199219,-43.80375289916992,-45.16454315185547,-33.62866973876953,-35.31324768066406,-32.087276458740234,-43.159610748291016,-44.13367462158203,-46.254173278808594,-31.44499397277832,-31.452972412109375,-28.081567764282227,-43.15653991699219,-43.949745178222656,-47.84195327758789
der kunde schwimmt und lachen,-37.291770935058594,-37.18581008911133,-40.149349212646484,-42.59501647949219,-42.61027908325195,-43.085567474365234,-42.28233337402344,-37.874900817871094,-37.50181579589844,-42.51981735229492,-43.234230041503906,-44.96001052856445,-29.476789474487305,-32.283626556396484,-29.155622482299805,-43.60069274902344,-44.52582550048828,-50.62596130371094
der kunde schwimmt und spricht,-34.362098693847656,-35.94530487060547,-39.74362564086914,-35.5733642578125,-37.16644287109375,-36.88022994995117,-35.583431243896484,-38.905364990234375,-38.10799026489258,-35.27968215942383,-38.91147994995117,-38.60136032104492,-39.56413650512695,-37.29843521118164,-31.114627838134766,-33.394222259521484,-34.970550537109375,-38.2179069519043
der kunde schwimmt und sprechen,-39.68816375732422,-40.25349807739258,-42.27023696899414,-40.593223571777344,-41.104183197021484,-39.63373565673828,-41.12004852294922,-43.763916015625,-42.93397521972656,-40.06036376953125,-42.656856536865234,-41.3175048828125,-34.835086822509766,-38.632850646972656,-34.96680450439453,-40.099063873291016,-40.58309555053711,-45.04740905761719
der kunde schwimmt und ist klein,-38.47734832763672,-39.316375732421875,-40.56692886352539,-40.573848724365234,-42.2120246887207,-41.40937423706055,-41.537261962890625,-41.665138244628906,-42.05659866333008,-40.370601654052734,-44.016021728515625,-42.95217514038086,-33.15354919433594,-38.41349792480469,-35.58781051635742,-35.28828048706055,-36.4550666809082,-40.00065612792969
der kunde schwimmt und sind klein,-40.9554443359375,-42.05805587768555,-43.7379035949707,-44.7554931640625,-44.34774398803711,-44.62664031982422,-42.689788818359375,-44.91596984863281,-45.217926025390625,-44.210445404052734,-45.920021057128906,-47.080074310302734,-33.74207305908203,-40.9044075012207,-36.9647331237793,-38.381202697753906,-41.03143310546875,-43.30415725708008
der kunde schwimmt und ist groß,-38.202484130859375,-36.62055206298828,-40.393367767333984,-39.8834228515625,-41.834564208984375,-40.69026184082031,-43.36753845214844,-38.34210205078125,-41.47180938720703,-40.0141487121582,-43.26169967651367,-41.96058654785156,-30.550769805908203,-35.265018463134766,-34.25191879272461,-36.55854034423828,-37.320858001708984,-39.85097885131836
der kunde schwimmt und sind groß,-41.663848876953125,-41.0023193359375,-44.987308502197266,-44.32171630859375,-43.91621017456055,-45.098514556884766,-45.52690124511719,-41.30650329589844,-45.51543045043945,-44.430545806884766,-45.78680419921875,-47.53845977783203,-31.25806999206543,-38.56058883666992,-38.73097610473633,-38.98308563232422,-42.14891052246094,-43.481197357177734
der kunde schwimmt und ist alt,-37.59587097167969,-38.510616302490234,-42.05202865600586,-41.22304153442383,-43.9847297668457,-43.33573913574219,-40.12165832519531,-39.72956848144531,-42.694339752197266,-41.351871490478516,-46.21210861206055,-44.01230239868164,-35.28264617919922,-41.839210510253906,-35.986907958984375,-37.40910339355469,-39.21370315551758,-41.6029167175293
der kunde schwimmt und sind alt,-43.078857421875,-44.03452682495117,-47.20158767700195,-45.61986541748047,-47.23309326171875,-47.794212341308594,-44.46314239501953,-45.00121307373047,-47.8905143737793,-46.20040512084961,-49.24720764160156,-49.553279876708984,-36.273582458496094,-43.885318756103516,-38.096343994140625,-40.96696472167969,-44.272666931152344,-45.51078796386719
der kunde schwimmt und ist jung,-40.06793212890625,-39.693885803222656,-43.72260665893555,-40.95131301879883,-44.87730026245117,-43.114112854003906,-42.74122619628906,-40.811279296875,-44.965518951416016,-41.012393951416016,-47.08570098876953,-44.32802200317383,-35.00867462158203,-37.66365051269531,-35.467132568359375,-40.97568130493164,-40.45237350463867,-43.36582946777344
der kunde schwimmt und sind jung,-43.49249267578125,-43.503414154052734,-47.521480560302734,-45.187843322753906,-46.9201774597168,-46.63562774658203,-44.78001403808594,-44.46134948730469,-48.04689025878906,-45.779048919677734,-48.84272766113281,-49.624454498291016,-36.272640228271484,-37.67128372192383,-38.57910919189453,-41.97340393066406,-44.11729431152344,-45.679115295410156
der polizist schwimmt und schwimmt,-26.263599395751953,-25.450952529907227,-24.412229537963867,-28.005544662475586,-33.35080337524414,-32.649044036865234,-26.624252319335938,-30.879741668701172,-25.067955017089844,-26.123844146728516,-31.065351486206055,-32.11028289794922,-25.505325317382812,-19.02642059326172,-18.641220092773438,-41.958919525146484,-44.16522979736328,-44.17290496826172
der polizist schwimmt und schwimmen,-29.745677947998047,-29.864822387695312,-28.592456817626953,-30.144865036010742,-34.071712493896484,-34.67887878417969,-30.261966705322266,-34.704315185546875,-31.909311294555664,-30.57030487060547,-32.14039611816406,-33.5213737487793,-27.321626663208008,-21.56967544555664,-22.217458724975586,-44.54112243652344,-44.55234909057617,-43.636959075927734
der polizist schwimmt und lacht,-25.682960510253906,-26.034326553344727,-25.71686553955078,-36.01988220214844,-39.75965881347656,-43.23347473144531,-25.63467788696289,-30.220863342285156,-25.308265686035156,-36.354759216308594,-36.853721618652344,-42.14241027832031,-26.337291717529297,-23.005863189697266,-21.775238037109375,-49.10935592651367,-49.57212829589844,-48.34651184082031
der polizist schwimmt und lachen,-30.021902084350586,-31.232959747314453,-29.547752380371094,-34.97248458862305,-38.394432067871094,-42.252342224121094,-32.1279182434082,-33.74143981933594,-29.939159393310547,-35.31794738769531,-35.96290588378906,-41.098934173583984,-27.46310043334961,-26.02733612060547,-26.292037963867188,-50.54386901855469,-51.156375885009766,-50.99764633178711
der polizist schwimmt und spricht,-27.796892166137695,-30.187345504760742,-29.46202278137207,-27.133174896240234,-32.07841110229492,-31.665433883666992,-27.016260147094727,-34.6622314453125,-30.056529998779297,-27.023714065551758,-29.728866577148438,-31.46954917907715,-29.001148223876953,-26.11598777770996,-26.90294075012207,-39.7697868347168,-40.455177307128906,-36.70401382446289
der polizist schwimmt und sprechen,-33.916866302490234,-34.713783264160156,-33.19066619873047,-32.79720687866211,-36.06126022338867,-35.33385467529297,-36.44757080078125,-41.14284896850586,-36.98167037963867,-32.406280517578125,-33.974266052246094,-35.165733337402344,-30.127229690551758,-28.130996704101562,-28.92166519165039,-46.56866455078125,-46.38367462158203,-45.29191970825195
der polizist schwimmt und ist klein,-33.77667236328125,-34.047725677490234,-31.634586334228516,-33.681053161621094,-38.31439971923828,-35.68743896484375,-35.32414627075195,-38.9968376159668,-34.392181396484375,-32.932884216308594,-36.868080139160156,-34.991668701171875,-30.761882781982422,-30.629793167114258,-35.17546081542969,-43.44686508178711,-44.64223098754883,-39.36185073852539
der polizist schwimmt und sind klein,-35.982322692871094,-36.794498443603516,-34.491886138916016,-38.97941970825195,-41.419029235839844,-40.45658493041992,-35.77690887451172,-42.60824966430664,-37.17885971069336,-38.437156677246094,-39.524234771728516,-40.39451217651367,-30.238384246826172,-31.180706024169922,-31.493663787841797,-48.20282745361328,-48.24099349975586,-42.7724723815918
der polizist schwimmt und ist groß,-32.46978759765625,-31.709205627441406,-31.679798126220703,-33.05841827392578,-37.460357666015625,-34.641292572021484,-35.8765754699707,-37.06985092163086,-33.70976257324219,-32.21759796142578,-35.78569793701172,-34.02507781982422,-29.541229248046875,-28.78934097290039,-33.12987518310547,-44.79910659790039,-44.67335891723633,-38.9720458984375
der polizist schwimmt und sind groß,-36.144020080566406,-35.978660583496094,-36.159297943115234,-38.674652099609375,-40.47401809692383,-40.725345611572266,-38.148136138916016,-40.320491790771484,-38.255496978759766,-38.532379150390625,-38.421875,-41.046897888183594,-29.46759605407715,-30.048362731933594,-33.311466217041016,-48.58553695678711,-48.2278938293457,-42.631813049316406
der polizist schwimmt und ist alt,-33.09799575805664,-33.36526107788086,-32.775516510009766,-34.31123733520508,-39.84954071044922,-37.648895263671875,-35.08531951904297,-38.27785110473633,-35.83293914794922,-33.87213897705078,-38.746700286865234,-36.27669906616211,-30.97608184814453,-31.871824264526367,-32.44790267944336,-44.48991394042969,-46.44791793823242,-40.38236618041992
der polizist schwimmt und sind alt,-38.15789794921875,-39.534019470214844,-37.60951232910156,-39.86187744140625,-43.856327056884766,-43.995758056640625,-38.87274932861328,-44.28308868408203,-41.8006477355957,-40.215248107910156,-42.2096061706543,-43.44268035888672,-31.334409713745117,-31.896270751953125,-31.35215950012207,-49.4738655090332,-50.59090805053711,-44.307865142822266
der polizist schwimmt und ist jung,-35.15419387817383,-34.26507568359375,-35.04435348510742,-34.304283142089844,-40.538665771484375,-38.1119270324707,-35.84263610839844,-39.16453552246094,-38.666656494140625,-33.76377868652344,-38.98070526123047,-36.76961135864258,-28.891048431396484,-30.10789680480957,-32.80076599121094,-49.060333251953125,-48.098697662353516,-43.3523063659668
der polizist schwimmt und sind jung,-38.631065368652344,-38.64805603027344,-38.04233932495117,-39.67363357543945,-44.02361297607422,-43.31803894042969,-37.91172790527344,-44.024383544921875,-41.54261016845703,-40.00042724609375,-42.187278747558594,-43.667823791503906,-29.402984619140625,-28.396432876586914,-33.05136489868164,-51.6332893371582,-50.66957092285156,-45.35405731201172
der pilot schwimmt und schwimmt,-23.75252914428711,-26.33234977722168,-22.698331832885742,-33.63058090209961,-38.117252349853516,-34.29023361206055,-20.93955421447754,-28.204620361328125,-22.852317810058594,-33.717491149902344,-37.50825500488281,-33.96013259887695,-16.752765655517578,-16.959884643554688,-16.815961837768555,-34.208457946777344,-37.165802001953125,-38.21977996826172
der pilot schwimmt und schwimmen,-27.866661071777344,-31.086090087890625,-28.265724182128906,-34.515567779541016,-37.47655487060547,-34.69511413574219,-25.605323791503906,-33.447784423828125,-30.89247703552246,-36.15287780761719,-36.422821044921875,-34.91957473754883,-18.918346405029297,-20.911130905151367,-21.083581924438477,-35.76774978637695,-36.881103515625,-36.68840026855469
der pilot schwimmt und lacht,-26.421016693115234,-29.018285751342773,-25.69078254699707,-41.64771270751953,-44.00872039794922,-42.41328048706055,-25.522518157958984,-31.80234718322754,-24.868927001953125,-42.74198913574219,-42.15752410888672,-42.85325241088867,-25.752365112304688,-24.416576385498047,-21.918088912963867,-40.994834899902344,-42.18914031982422,-42.47551345825195
der pilot schwimmt und lachen,-30.225133895874023,-33.5383186340332,-30.31873321533203,-40.69804763793945,-43.11602020263672,-42.47772979736328,-31.05364990234375,-36.78958511352539,-30.926240921020508,-42.06675720214844,-41.67688751220703,-42.49374771118164,-24.969812393188477,-27.44696617126465,-26.469493865966797,-42.222198486328125,-44.04590606689453,-44.67334747314453
der pilot schwimmt und spricht,-27.031986236572266,-32.643165588378906,-30.104930877685547,-33.29645919799805,-37.71111297607422,-33.143310546875,-25.471397399902344,-35.341583251953125,-30.007450103759766,-33.733009338378906,-37.2741584777832,-33.544315338134766,-30.118038177490234,-29.59842300415039,-28.63681411743164,-33.52702331542969,-33.761878967285156,-31.838003158569336
