sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
les professeurs déménagent,-36.70973205566406,-32.85685348510742,-31.387622833251953,-50.02313995361328,-59.22939682006836,-53.61112594604492,-39.16482162475586,-30.651670455932617,-33.17143630981445,-43.22172164916992,-66.63970184326172,-75.14200592041016,-67.87893676757812,-80.02107238769531,-78.76197814941406,-42.14834976196289,-38.558528900146484,-46.9862174987793
les professeurs déménage,-35.027099609375,-32.814491271972656,-29.9189453125,-50.013946533203125,-57.042362213134766,-55.69466018676758,-44.67127990722656,-38.20640563964844,-42.28622817993164,-48.62165451049805,-63.62246322631836,-72.95894622802734,-70.48338317871094,-75.91802978515625,-76.61453247070312,-36.3073844909668,-35.276451110839844,-38.86221694946289
les professeurs parlent,-28.914077758789062,-26.772151947021484,-26.535308837890625,-18.56481170654297,-16.740581512451172,-16.079639434814453,-33.8643913269043,-30.262521743774414,-26.95661735534668,-16.809263229370117,-16.60137176513672,-18.42453956604004,-19.540481567382812,-19.1933650970459,-17.150903701782227,-28.8012638092041,-31.382701873779297,-33.56959533691406
les professeurs parle,-31.494548797607422,-30.709659576416016,-29.344524383544922,-19.266082763671875,-19.641590118408203,-23.77404022216797,-34.015220642089844,-32.68988037109375,-34.85327911376953,-18.69216537475586,-25.95417594909668,-29.27507972717285,-19.00824737548828,-20.51502227783203,-20.942991256713867,-34.29438400268555,-36.702728271484375,-33.40793228149414
les professeurs retournent,-33.066650390625,-30.435474395751953,-28.272871017456055,-20.373119354248047,-19.62934684753418,-19.982460021972656,-41.10212326049805,-30.904359817504883,-33.455604553222656,-20.773784637451172,-20.076045989990234,-20.800212860107422,-18.498802185058594,-19.085050582885742,-17.892642974853516,-35.567787170410156,-36.608604431152344,-37.201690673828125
les professeurs retourne,-32.748435974121094,-30.05415916442871,-27.755821228027344,-24.922786712646484,-21.643016815185547,-29.307559967041016,-39.13470458984375,-32.08753967285156,-31.778993606567383,-26.942697525024414,-25.86403465270996,-34.64817810058594,-21.000003814697266,-19.141769409179688,-20.980497360229492,-37.66524887084961,-39.95589065551758,-35.212196350097656
les clients sont vieux,-25.58232879638672,-22.62291717529297,-21.5716552734375,-25.995487213134766,-23.367855072021484,-22.20037078857422,-21.489885330200195,-20.034427642822266,-22.166706085205078,-24.835756301879883,-24.508949279785156,-23.894126892089844,-23.125049591064453,-19.829784393310547,-20.293209075927734,-31.31763458251953,-29.355836868286133,-31.84315299987793
les clients est vieux,-29.340591430664062,-25.115814208984375,-21.884723663330078,-30.318662643432617,-30.140005111694336,-27.56909942626953,-34.196746826171875,-24.524700164794922,-19.974658966064453,-32.41819381713867,-34.31723403930664,-30.96276092529297,-29.800811767578125,-25.024452209472656,-25.15438461303711,-33.64341735839844,-36.56178283691406,-32.336647033691406
les clients sont jeunes,-31.967124938964844,-27.661056518554688,-30.17950439453125,-24.57980728149414,-23.319765090942383,-21.8267822265625,-31.047117233276367,-29.759872436523438,-29.029821395874023,-21.327491760253906,-23.264806747436523,-21.341896057128906,-22.55976104736328,-18.47803497314453,-20.730138778686523,-47.083473205566406,-39.870697021484375,-42.453208923339844
les clients est jeune,-29.995983123779297,-25.32229995727539,-25.456422805786133,-30.143465042114258,-30.26569938659668,-28.12417984008789,-32.2489013671875,-29.022335052490234,-26.120466232299805,-29.377635955810547,-34.88658142089844,-29.682083129882812,-27.211599349975586,-24.439523696899414,-23.659404754638672,-35.77745819091797,-35.86122512817383,-34.09804916381836
les clients sont petits,-23.378307342529297,-20.395557403564453,-19.979331970214844,-22.488506317138672,-22.325538635253906,-19.961559295654297,-16.84101104736328,-22.025508880615234,-18.117977142333984,-20.760805130004883,-20.561511993408203,-18.858203887939453,-19.464149475097656,-16.696434020996094,-16.583545684814453,-30.65998077392578,-29.68963623046875,-28.156375885009766
les clients est petit,-26.549362182617188,-24.61168670654297,-20.96320915222168,-27.913829803466797,-27.12282943725586,-25.191251754760742,-26.671142578125,-26.643821716308594,-18.29043960571289,-29.92190170288086,-30.681659698486328,-26.697879791259766,-26.017841339111328,-20.99160385131836,-18.44890594482422,-33.64406967163086,-35.86188888549805,-29.7000789642334
les clients sont grands,-22.786174774169922,-20.12641143798828,-19.376068115234375,-22.528310775756836,-20.37767791748047,-18.933944702148438,-17.229881286621094,-17.741249084472656,-17.106523513793945,-19.51642608642578,-20.013057708740234,-18.15389633178711,-19.207515716552734,-14.681254386901855,-15.448062896728516,-32.08734130859375,-27.975666046142578,-27.41490364074707
les clients est grand,-26.89990234375,-24.49167251586914,-22.189559936523438,-28.879947662353516,-28.376880645751953,-25.494129180908203,-28.54827880859375,-27.60601806640625,-21.634981155395508,-31.772544860839844,-34.48561477661133,-28.138370513916016,-25.84449577331543,-21.573081970214844,-21.235546112060547,-32.10469436645508,-34.684913635253906,-33.09521484375
les clients déménagent,-28.18362808227539,-28.343395233154297,-24.310483932495117,-64.13478088378906,-63.8582649230957,-56.81358337402344,-28.72913360595703,-29.80453872680664,-23.810604095458984,-59.61824417114258,-73.09182739257812,-76.38868713378906,-72.34759521484375,-78.46414947509766,-74.46561431884766,-36.18431091308594,-32.35706329345703,-39.61833953857422
les clients déménage,-26.4267635345459,-28.80872917175293,-22.371349334716797,-63.686431884765625,-61.907108306884766,-59.09711456298828,-32.91152572631836,-38.17203140258789,-30.809602737426758,-64.48019409179688,-66.63906860351562,-74.03321838378906,-74.48695373535156,-74.51403045654297,-72.81587219238281,-33.02040481567383,-30.659740447998047,-33.93891143798828
les clients parlent,-21.04242706298828,-21.023849487304688,-19.199539184570312,-20.795930862426758,-20.79136848449707,-20.673114776611328,-13.668933868408203,-23.288928985595703,-21.217010498046875,-22.3459529876709,-22.672794342041016,-25.180156707763672,-18.327539443969727,-17.84935760498047,-15.768289566040039,-26.98847770690918,-26.109235763549805,-35.22337341308594
les clients parle,-21.402198791503906,-24.13119888305664,-20.076251983642578,-27.60177230834961,-26.766368865966797,-22.277301788330078,-20.438602447509766,-24.191204071044922,-18.601116180419922,-32.26810073852539,-30.40623664855957,-25.731534957885742,-20.002948760986328,-22.585086822509766,-22.718257904052734,-27.179336547851562,-30.565664291381836,-33.859596252441406
les clients retournent,-24.329227447509766,-26.535099029541016,-19.285472869873047,-22.598041534423828,-16.851600646972656,-21.169578552246094,-26.280290603637695,-23.877288818359375,-21.48109245300293,-21.17918586730957,-18.36689567565918,-23.509994506835938,-20.779762268066406,-23.075960159301758,-21.68854522705078,-35.1244010925293,-32.736351013183594,-35.27571487426758
les clients retourne,-22.95403289794922,-22.788471221923828,-20.427156448364258,-28.38497543334961,-25.552005767822266,-26.510051727294922,-21.64647674560547,-21.075660705566406,-21.131088256835938,-29.384170532226562,-32.897891998291016,-30.204845428466797,-23.017467498779297,-23.080623626708984,-23.474632263183594,-32.96214294433594,-31.481840133666992,-34.21603775024414
les officiers sont vieux,-41.72416687011719,-38.79423904418945,-40.60300064086914,-20.951366424560547,-20.10663604736328,-20.22878646850586,-53.04182052612305,-43.14141082763672,-51.19075393676758,-23.372276306152344,-20.33757781982422,-20.65673065185547,-20.899799346923828,-22.932876586914062,-20.51049041748047,-49.21084976196289,-44.65011215209961,-50.844078063964844
les officiers est vieux,-46.737083435058594,-40.501930236816406,-43.766971588134766,-26.64211654663086,-25.097858428955078,-26.844799041748047,-59.23889923095703,-44.82296371459961,-55.219364166259766,-28.912353515625,-28.254255294799805,-29.042842864990234,-27.70481300354004,-29.58873748779297,-24.761886596679688,-56.188209533691406,-50.96502685546875,-51.241943359375
les officiers sont jeunes,-46.045623779296875,-43.530426025390625,-46.57319259643555,-18.816055297851562,-19.267040252685547,-18.880123138427734,-61.29779815673828,-49.78997039794922,-53.59440994262695,-18.276201248168945,-20.886119842529297,-19.20383644104004,-18.256301879882812,-18.30398178100586,-20.537181854248047,-61.86573791503906,-50.46086502075195,-55.43325424194336
les officiers est jeune,-47.478004455566406,-41.46884536743164,-44.46489334106445,-23.351490020751953,-24.113704681396484,-26.359006881713867,-56.72550582885742,-47.60759735107422,-56.09292221069336,-23.716861724853516,-25.19140625,-26.37828826904297,-22.393905639648438,-23.078720092773438,-20.340560913085938,-58.59114074707031,-54.98973083496094,-52.82849884033203
les officiers sont petits,-40.18846893310547,-37.874908447265625,-38.48344039916992,-17.878971099853516,-19.120609283447266,-17.9029541015625,-52.43905258178711,-44.216339111328125,-45.58447265625,-17.246143341064453,-17.330524444580078,-17.9061279296875,-18.415029525756836,-19.817203521728516,-20.059429168701172,-49.404483795166016,-45.40425109863281,-45.52583312988281
les officiers est petit,-44.07550811767578,-40.57741165161133,-40.633338928222656,-23.519031524658203,-22.653053283691406,-23.916034698486328,-53.15031051635742,-45.425296783447266,-51.82240295410156,-25.826072692871094,-22.588504791259766,-24.007198333740234,-24.236953735351562,-25.179100036621094,-19.6390380859375,-54.655513763427734,-50.34590530395508,-49.167213439941406
les officiers sont grands,-39.81285095214844,-37.527931213378906,-37.780601501464844,-17.862442016601562,-18.20256233215332,-17.884506225585938,-49.74944305419922,-43.130516052246094,-42.17195510864258,-16.681079864501953,-17.12302017211914,-17.709566116333008,-16.73577880859375,-16.926555633544922,-16.367778778076172,-50.62060546875,-42.09805679321289,-46.262001037597656
les officiers est grand,-44.689178466796875,-40.59280014038086,-41.56376266479492,-25.122737884521484,-23.555335998535156,-24.347429275512695,-57.499481201171875,-46.711647033691406,-50.832576751708984,-26.19731903076172,-25.804275512695312,-28.001506805419922,-23.483997344970703,-22.366405487060547,-21.599491119384766,-54.72207260131836,-50.39139175415039,-51.283817291259766
les officiers déménagent,-51.36189270019531,-44.527442932128906,-42.036930084228516,-54.201416015625,-59.785888671875,-53.84443664550781,-64.13817596435547,-50.058677673339844,-52.706748962402344,-57.68897247314453,-73.7682113647461,-75.38565826416016,-70.0655746459961,-75.14646911621094,-77.23323822021484,-58.17469024658203,-49.539703369140625,-60.746788024902344
les officiers déménage,-46.04133605957031,-41.858604431152344,-38.45233154296875,-54.009979248046875,-60.32112121582031,-57.09840393066406,-64.43449401855469,-48.12938690185547,-55.03520965576172,-61.8873405456543,-69.90290069580078,-73.68612670898438,-74.15381622314453,-71.37898254394531,-77.19863891601562,-50.58965301513672,-50.76448059082031,-53.89288330078125
les officiers parlent,-41.36328887939453,-38.339805603027344,-37.4913215637207,-18.181859970092773,-15.805853843688965,-15.62580680847168,-52.18560791015625,-47.388916015625,-45.37815856933594,-17.012733459472656,-15.214570999145508,-18.83828353881836,-17.60552215576172,-16.728425979614258,-15.492116928100586,-45.716922760009766,-42.81294250488281,-50.93928146362305
les officiers parle,-42.01632308959961,-39.386680603027344,-36.68595886230469,-18.96156883239746,-20.3763427734375,-21.66183090209961,-54.4379997253418,-43.11121368408203,-45.629798889160156,-20.71065330505371,-24.000411987304688,-22.294422149658203,-22.49211883544922,-23.139108657836914,-23.297725677490234,-47.17565155029297,-46.26538848876953,-50.592838287353516
les officiers retournent,-45.854244232177734,-40.72523498535156,-39.800880432128906,-18.143648147583008,-17.09955596923828,-18.134057998657227,-56.974952697753906,-43.1998405456543,-56.896240234375,-20.258243560791016,-21.280662536621094,-17.596960067749023,-14.56980037689209,-15.615924835205078,-14.552046775817871,-54.29839324951172,-49.83988571166992,-59.42367935180664
les officiers retourne,-42.2706413269043,-39.479209899902344,-34.78538131713867,-20.585229873657227,-20.1751708984375,-22.65615463256836,-55.21976089477539,-48.26377868652344,-45.5543212890625,-24.06231689453125,-24.424152374267578,-22.393768310546875,-16.27446937561035,-14.499740600585938,-16.236948013305664,-48.51642608642578,-39.514305114746094,-46.70903396606445
les pilotes sont vieux,-34.613609313964844,-26.489887237548828,-30.553863525390625,-23.954702377319336,-23.931556701660156,-21.153547286987305,-38.56215286254883,-34.11884307861328,-36.66086959838867,-27.41457748413086,-24.810117721557617,-22.288686752319336,-21.489517211914062,-21.285205841064453,-21.763174057006836,-40.66170883178711,-40.14790725708008,-35.712562561035156
les pilotes est vieux,-40.666587829589844,-27.0272159576416,-34.762210845947266,-28.499832153320312,-25.361377716064453,-26.20620346069336,-51.34040451049805,-36.694053649902344,-41.382076263427734,-31.143535614013672,-26.255977630615234,-26.928478240966797,-25.487075805664062,-25.421146392822266,-26.098880767822266,-44.369510650634766,-43.978275299072266,-37.13941192626953
les pilotes sont jeunes,-39.51082229614258,-30.60728645324707,-37.6356086730957,-21.3585147857666,-21.712404251098633,-19.61206817626953,-51.93733215332031,-43.48695373535156,-46.40007781982422,-22.891395568847656,-23.081401824951172,-20.963306427001953,-16.865341186523438,-16.222713470458984,-19.95907211303711,-49.93275451660156,-49.3670768737793,-44.57303237915039
les pilotes est jeune,-42.3151969909668,-27.1616153717041,-35.47433853149414,-25.389060974121094,-23.651119232177734,-24.7618408203125,-52.64588165283203,-40.489688873291016,-41.61695098876953,-25.717435836791992,-23.929397583007812,-25.749839782714844,-16.964704513549805,-17.11181640625,-16.982316970825195,-48.15353012084961,-47.68119430541992,-41.716766357421875
les pilotes sont petits,-32.88616943359375,-24.99590492248535,-28.614078521728516,-20.733003616333008,-23.25081443786621,-19.1229190826416,-38.29138946533203,-35.01422882080078,-35.352294921875,-20.75438690185547,-22.638254165649414,-20.161733627319336,-17.907371520996094,-17.217803955078125,-19.963716506958008,-33.7583122253418,-37.6361198425293,-30.56683921813965
les pilotes est petit,-38.80634307861328,-26.074100494384766,-32.963409423828125,-24.16465187072754,-23.085683822631836,-23.40408706665039,-45.930992126464844,-36.42958068847656,-38.32686996459961,-24.616043090820312,-20.117568969726562,-23.95974349975586,-20.939950942993164,-19.90630340576172,-20.74814224243164,-39.46854782104492,-37.93034362792969,-33.341636657714844
les pilotes sont grands,-32.32952880859375,-24.929351806640625,-27.753265380859375,-19.589759826660156,-21.563199996948242,-18.19143295288086,-36.28840637207031,-32.77678298950195,-31.33963966369629,-18.343448638916016,-21.347211837768555,-18.615192413330078,-16.846187591552734,-15.571640014648438,-16.764101028442383,-37.152652740478516,-37.029659271240234,-33.469482421875
les pilotes est grand,-39.35416793823242,-25.7362060546875,-33.49518966674805,-25.761341094970703,-22.85933494567871,-23.24850845336914,-46.812625885009766,-32.75168228149414,-37.30058288574219,-25.589725494384766,-25.795408248901367,-25.98247528076172,-18.832441329956055,-17.390512466430664,-21.20850372314453,-40.64631652832031,-41.36341094970703,-37.613258361816406
